relative_path,file_name,file_type,file_size_bytes,file_size_kb,file_size_mb,last_modified,days_since_mod,age_days,depth,top_level_folder,production_vs_debug,suggested_action,suggested_target,confidence,reason
html\adhoc_elements\elem_report_Ta_20260626_144311.html,elem_report_Ta_20260626_144311.html,.html,36845,35.98,0.035,2026-06-26 21:43:12,11.1,11.1,2,html,PRODUCTION,keep,as-is,High,general workspace file
html\adhoc_elements\elem_report_Ti+Ni_20260630_143112.html,elem_report_Ti+Ni_20260630_143112.html,.html,286297,279.59,0.273,2026-06-30 21:31:15,7.1,7.1,2,html,PRODUCTION,keep,as-is,High,general workspace file
html\adhoc_elements\elem_report_Ti+Ni_20260701_211151.html,elem_report_Ti+Ni_20260701_211151.html,.html,316838,309.41,0.302,2026-07-02 04:11:53,5.8,5.8,2,html,PRODUCTION,keep,as-is,High,general workspace file
html\adhoc_elements\elem_report_Ti+Ni_20260701_215321.html,elem_report_Ti+Ni_20260701_215321.html,.html,316838,309.41,0.302,2026-07-02 04:53:23,5.8,5.8,2,html,PRODUCTION,keep,as-is,High,general workspace file
html\CHAMBER_EVENT_REPORT.py,CHAMBER_EVENT_REPORT.py,.py,33936,33.14,0.032,2026-07-02 04:49:12,5.8,5.8,1,html,PRODUCTION,keep,as-is,High,general workspace file
html\ELEMENT_REPORT.py,ELEMENT_REPORT.py,.py,32962,32.19,0.031,2026-07-02 04:49:12,5.8,5.8,1,html,PRODUCTION,keep,as-is,High,general workspace file
html\iGPT Summaries.md,iGPT Summaries.md,.md,779,0.76,0.001,2026-07-02 03:57:06,5.8,5.8,1,html,PRODUCTION,keep,as-is,High,general workspace file
JSL_FLEET_CHAMBER_DISPO_UNDERSTANDING.md,JSL_FLEET_CHAMBER_DISPO_UNDERSTANDING.md,.md,9706,9.48,0.009,2026-04-27 17:18:01,71.3,71.3,0,[root],PRODUCTION,keep,as-is,High,general workspace file
phase0_audit.py,phase0_audit.py,.py,4549,4.44,0.004,2026-07-06 22:18:00,1.0,1.0,0,[root],PRODUCTION,keep,as-is,High,general workspace file
phase0_corrected_audit.py,phase0_corrected_audit.py,.py,4016,3.92,0.004,2026-07-06 22:18:00,1.0,1.0,0,[root],PRODUCTION,keep,as-is,High,general workspace file
phase0_deep_dive.py,phase0_deep_dive.py,.py,3632,3.55,0.003,2026-07-06 22:18:00,1.0,1.0,0,[root],PRODUCTION,keep,as-is,High,general workspace file
phase1_backfill.py,phase1_backfill.py,.py,6468,6.32,0.006,2026-07-06 22:22:56,1.0,1.0,0,[root],PRODUCTION,keep,as-is,High,general workspace file
phase2b_rolling_evaluation.py,phase2b_rolling_evaluation.py,.py,11780,11.5,0.011,2026-07-06 23:48:25,1.0,1.0,0,[root],PRODUCTION,keep,as-is,High,general workspace file
phase2b_rolling_revised.py,phase2b_rolling_revised.py,.py,8154,7.96,0.008,2026-07-06 23:48:25,1.0,1.0,0,[root],PRODUCTION,keep,as-is,High,general workspace file
PHASE_2B_FIXES_SUMMARY.md,PHASE_2B_FIXES_SUMMARY.md,.md,4579,4.47,0.004,2026-07-07 15:14:01,0.3,0.3,0,[root],PRODUCTION,keep,as-is,High,general workspace file
PILOT_STATUS.jsl,PILOT_STATUS.jsl,.jsl,3232,3.16,0.003,2026-06-08 16:42:13,29.3,29.3,0,[root],PRODUCTION,keep,as-is,High,general workspace file
PIPELINE_DESIGN.md,PIPELINE_DESIGN.md,.md,20442,19.96,0.019,2026-07-07 18:17:57,0.2,0.2,0,[root],PRODUCTION,keep,as-is,High,workspace entry or design doc
PLT\2026-06-12_PLT_AME417_PM5_365days_RAW.csv,2026-06-12_PLT_AME417_PM5_365days_RAW.csv,.csv,40483,39.53,0.039,2026-06-12 16:56:25,25.3,25.3,1,PLT,PRODUCTION,keep,as-is,High,general workspace file
PLT\plt_raw.py,plt_raw.py,.py,4451,4.35,0.004,2026-06-12 16:56:11,25.3,25.3,1,PLT,PRODUCTION,keep,as-is,High,general workspace file
SS_Wafermaps_BivReport.jsl,SS_Wafermaps_BivReport.jsl,.jsl,8837,8.63,0.008,2026-07-07 21:39:08,0.1,0.1,0,[root],PRODUCTION,keep,as-is,High,general workspace file
SURF_SCAN_PIPELINE_DESIGN.md,SURF_SCAN_PIPELINE_DESIGN.md,.md,13760,13.44,0.013,2026-05-14 22:04:09,54.1,54.1,0,[root],PRODUCTION,keep,as-is,High,workspace entry or design doc
SURF_SCAN_PIPELINE_DESIGN_RF.md,SURF_SCAN_PIPELINE_DESIGN_RF.md,.md,8074,7.88,0.008,2026-04-30 22:01:48,68.1,68.1,0,[root],PRODUCTION,keep,as-is,High,workspace entry or design doc
YPO 60days.csv,YPO 60days.csv,.csv,49354,48.2,0.047,2026-06-05 23:37:01,32.0,32.0,0,[root],PRODUCTION,keep,as-is,High,general workspace file
YPO.jsl,YPO.jsl,.jsl,49842,48.67,0.048,2026-06-27 03:49:24,10.8,10.8,0,[root],PRODUCTION,keep,as-is,High,general workspace file
BOST\adhoc_bost_enriched_dryrun_8M5CL_8M6CL.csv,adhoc_bost_enriched_dryrun_8M5CL_8M6CL.csv,.csv,820159,800.94,0.782,2026-06-03 04:10:02,34.8,34.8,1,BOST,DEBUG,move,dev\review,Low,one-off analysis or scratch file
BOST\adhoc_bost_gate_rollout.py,adhoc_bost_gate_rollout.py,.py,19093,18.65,0.018,2026-06-03 04:09:44,34.8,34.8,1,BOST,DEBUG,move,dev\review,Low,one-off analysis or scratch file
BOST\adhoc_bost_pilot_enriched_8M5CL_8M6CL.csv,adhoc_bost_pilot_enriched_8M5CL_8M6CL.csv,.csv,66878,65.31,0.064,2026-06-03 04:09:51,34.8,34.8,1,BOST,DEBUG,move,dev\review,Low,one-off analysis or scratch file
BOST\adhoc_pilot_manifest_8M5CL_8M6CL.csv,adhoc_pilot_manifest_8M5CL_8M6CL.csv,.csv,2926,2.86,0.003,2026-06-03 04:09:43,34.8,34.8,1,BOST,DEBUG,move,dev\review,Low,one-off analysis or scratch file
BOST\sDTT_bost_process_family_explore.py,sDTT_bost_process_family_explore.py,.py,9440,9.22,0.009,2026-06-02 21:29:23,35.1,35.1,1,BOST,DEBUG,move,dev\review,Low,one-off analysis or scratch file
debug_merge_issue.py,debug_merge_issue.py,.py,2904,2.84,0.003,2026-07-07 15:14:01,0.3,0.3,0,[root],DEBUG,move,dev\review,Low,one-off analysis or scratch file
dev\ftp_debug_test.py,ftp_debug_test.py,.py,18477,18.04,0.018,2026-06-30 23:10:14,7.0,7.0,1,dev,DEBUG,move,dev\,High,development or exploratory material
dev\yodacreek_comments_mwe.py,yodacreek_comments_mwe.py,.py,9429,9.21,0.009,2026-05-14 16:42:36,54.3,54.3,1,dev,DEBUG,move,dev\,High,development or exploratory material
html\adhoc_chamber_events\_cli_test\adhoc_AME409_PM6_260701_1005_20260701_215431.html,adhoc_AME409_PM6_260701_1005_20260701_215431.html,.html,54013,52.75,0.052,2026-07-02 04:54:33,5.8,5.8,3,html,DEBUG,move,dev\review,Low,one-off analysis or scratch file
html\adhoc_chamber_events\adhoc_AME409_PM6_260625_1737_20260630_105518.html,adhoc_AME409_PM6_260625_1737_20260630_105518.html,.html,12993,12.69,0.012,2026-06-30 17:55:20,7.2,7.2,2,html,DEBUG,move,dev\review,Low,one-off analysis or scratch file
html\adhoc_chamber_events\adhoc_AME409_PM6_260701_0405_20260701_090524.html,adhoc_AME409_PM6_260701_0405_20260701_090524.html,.html,15396,15.04,0.015,2026-07-01 16:05:25,6.3,6.3,2,html,DEBUG,move,dev\review,Low,one-off analysis or scratch file
html\adhoc_chamber_events\adhoc_AME409_PM6_260701_1005_20260701_105746.html,adhoc_AME409_PM6_260701_1005_20260701_105746.html,.html,31155,30.42,0.03,2026-07-01 17:57:48,6.2,6.2,2,html,DEBUG,move,dev\review,Low,one-off analysis or scratch file
html\adhoc_chamber_events\adhoc_AME409_PM6_260701_1005_20260701_111310.html,adhoc_AME409_PM6_260701_1005_20260701_111310.html,.html,54013,52.75,0.052,2026-07-01 18:13:11,6.2,6.2,2,html,DEBUG,move,dev\review,Low,one-off analysis or scratch file
html\adhoc_chamber_events\adhoc_AME409_PM6_260701_1005_20260701_211004.html,adhoc_AME409_PM6_260701_1005_20260701_211004.html,.html,54013,52.75,0.052,2026-07-02 04:10:06,5.8,5.8,2,html,DEBUG,move,dev\review,Low,one-off analysis or scratch file
html\adhoc_chamber_events\adhoc_AME409_PM6_260701_1005_20260701_214958.html,adhoc_AME409_PM6_260701_1005_20260701_214958.html,.html,54013,52.75,0.052,2026-07-02 04:50:00,5.8,5.8,2,html,DEBUG,move,dev\review,Low,one-off analysis or scratch file
html\adhoc_chamber_events\adhoc_AME427_PM3_260613_0558_20260626_081236.html,adhoc_AME427_PM3_260613_0558_20260626_081236.html,.html,33789,33.0,0.032,2026-06-26 15:12:37,11.3,11.3,2,html,DEBUG,move,dev\review,Low,one-off analysis or scratch file
html\OLD\ADHOC_CHAMBER_EVENT_REPORT.py,ADHOC_CHAMBER_EVENT_REPORT.py,.py,24915,24.33,0.024,2026-06-30 17:54:44,7.2,7.2,2,html,DEBUG,move,dev\review,Low,one-off analysis or scratch file
html\OLD\iGPT_ELEMENT_DEBUG.py,iGPT_ELEMENT_DEBUG.py,.py,4576,4.47,0.004,2026-06-26 18:35:54,11.2,11.2,2,html,DEBUG,move,dev\review,Low,one-off analysis or scratch file
phase0_debug.py,phase0_debug.py,.py,3659,3.57,0.003,2026-07-06 22:18:00,1.0,1.0,0,[root],DEBUG,move,dev\review,Low,one-off analysis or scratch file
PILOT_STATUS_DCS_POST_ICC_FIX_ADHOC.jsl,PILOT_STATUS_DCS_POST_ICC_FIX_ADHOC.jsl,.jsl,2893,2.83,0.003,2026-06-08 16:55:12,29.3,29.3,0,[root],DEBUG,move,dev\review,Low,one-off analysis or scratch file
SS_Wafermaps_BivReport_debug.txt,SS_Wafermaps_BivReport_debug.txt,.txt,2292,2.24,0.002,2026-07-07 21:42:07,0.1,0.1,0,[root],DEBUG,move,dev\review,Low,one-off analysis or scratch file
validate_phase2b_fixes.py,validate_phase2b_fixes.py,.py,3530,3.45,0.003,2026-07-07 15:14:01,0.3,0.3,0,[root],DEBUG,move,dev\review,Low,one-off analysis or scratch file
~$RF_TRAIN_TEST_VALIDATION.xlsx,~$RF_TRAIN_TEST_VALIDATION.xlsx,.xlsx,165,0.16,0.0,2026-01-03 23:10:02,185.0,185.0,0,[root],DEBUG,move,dev\review,Low,one-off analysis or scratch file
dev\fetch_spectrum_txt.py,fetch_spectrum_txt.py,.py,18032,17.61,0.017,2026-06-30 23:48:12,7.0,7.0,1,dev,PRODUCTION,move,dev\,High,development or exploratory material
dev\generate_workspace_cleanup_inventory.py,generate_workspace_cleanup_inventory.py,.py,8300,8.11,0.008,2026-07-07 23:21:37,0.0,0.0,1,dev,PRODUCTION,move,dev\,High,development or exploratory material
dev\sqlpf example,sqlpf example,[no extension],2995,2.92,0.003,2026-05-14 16:41:10,54.3,54.3,1,dev,PRODUCTION,move,dev\,High,development or exploratory material
dev\yodacreek_comments_D6026420.csv,yodacreek_comments_D6026420.csv,.csv,56897,55.56,0.054,2026-05-13 21:26:57,55.1,55.1,1,dev,PRODUCTION,move,dev\,High,development or exploratory material
dev\yodacreek_comments_M5CL_M6CL_all_lots.csv,yodacreek_comments_M5CL_M6CL_all_lots.csv,.csv,1338449,1307.08,1.276,2026-05-14 16:42:15,54.3,54.3,1,dev,PRODUCTION,move,dev\,High,development or exploratory material
